mi,di,type
149,232,3
149,232,4
149,242,3
149,243,2
149,243,3
149,252,2
149,256,2
149,256,3
149,262,3
150,4,2
150,7,0
150,7,3
150,7,4
150,19,4
150,20,0
150,20,4
150,21,2
150,21,3
150,21,4
150,28,4
150,30,3
150,31,2
150,31,1
150,31,0
150,31,3
150,31,4
150,35,3
150,36,2
150,36,3
150,37,4
150,43,4
150,45,3
150,46,2
150,46,0
150,46,3
150,46,4
150,49,2
150,49,0
150,49,3
150,49,4
150,51,3
150,51,4
150,52,2
150,52,3
150,53,2
150,53,3
150,53,4
150,54,3
150,54,4
150,61,2
150,61,3
150,65,2
150,65,3
150,66,4
150,68,3
150,68,4
150,75,3
150,75,4
150,76,2
150,76,3
150,78,2
150,78,3
150,79,2
150,91,4
150,93,4
150,102,2
150,102,3
150,102,4
150,103,3
150,103,4
150,104,3
150,107,2
150,107,3
150,107,4
150,108,3
150,108,4
150,113,4
150,114,2
150,115,0
150,117,4
150,118,2
150,119,4
150,124,2
150,126,3
150,130,4
150,131,0
150,131,3
150,131,4
150,140,0
150,143,4
150,147,3
150,151,3
150,152,2
150,152,3
150,153,2
150,153,3
150,155,2
150,156,2
150,162,3
150,162,4
150,164,3
150,166,3
150,167,2
150,168,0
150,169,3
150,172,2
150,177,2
150,177,4
150,181,4
150,184,3
150,185,4
150,186,2
150,186,0
150,186,3
150,186,4
150,190,2
150,190,3
150,192,2
150,193,4
150,204,4
150,206,2
150,206,0
150,206,3
150,206,4
150,210,3
150,212,2
150,212,4
150,216,3
150,217,0
150,217,4
150,218,2
150,218,3
150,218,4
150,219,2
150,219,3
150,228,2
150,232,2
150,232,0
150,232,3
150,232,4
150,243,0
150,243,3
150,251,4
150,252,2
150,254,2
150,256,2
150,256,0
150,256,3
150,256,4
150,261,4
150,262,3
151,7,3
151,7,4
151,13,3
151,21,2
151,21,3
151,21,4
151,27,4
151,28,0
151,28,3
151,28,4
151,30,3
151,31,2
151,31,0
151,31,3
151,31,4
151,33,4
151,36,4
151,38,3
151,41,3
151,45,3
151,45,4
151,46,2
151,46,0
151,46,3
151,46,4
151,49,2
151,49,3
151,53,2
151,53,4
151,54,3
151,59,4
151,61,2
151,61,3
151,65,2
151,71,2
151,75,4
151,76,3
151,78,2
151,78,3
151,91,4
151,93,4
151,94,2
151,102,2
151,102,0
151,102,3
151,103,3
151,103,4
151,104,3
151,107,2
151,107,3
151,107,4
151,108,3
151,108,4
151,114,2
151,115,0
151,119,4
151,122,2
151,125,3
151,131,3
151,131,4
151,143,4
151,152,3
151,153,2
151,153,3
151,155,2
151,156,2
151,159,2
151,162,4
151,165,3
151,169,3
151,177,3
151,181,4
151,185,4
151,186,3
151,186,4
151,190,3
151,192,2
151,193,4
151,200,4
151,206,2
151,206,0
151,206,3
151,206,4
151,210,4
151,212,0
151,214,0
151,217,3
151,217,4
151,218,0
151,218,3
151,218,4
151,229,2
151,230,4
151,232,2
151,232,0
151,232,3
151,232,4
151,243,3
151,251,4
151,256,2
151,256,0
151,256,4
151,261,4
151,262,3
152,1,2
152,2,3
152,5,4
152,7,3
152,11,2
152,15,4
152,21,3
152,21,4
152,22,3
152,22,4
152,23,4
152,24,4
152,26,3
152,28,4
152,31,2
152,31,0
152,31,3
152,31,4
152,37,3
152,45,3
152,46,2
152,46,1
152,46,3
152,46,4
152,49,2
152,49,0
152,61,2
152,61,3
152,68,2
152,68,4
152,75,4
152,76,0
152,76,3
152,78,2
152,78,3
152,81,2
152,81,3
152,83,2
152,83,3
152,90,4
152,93,4
152,94,2
152,96,3
152,97,4
152,102,2
152,102,3
152,102,4
152,103,4
152,107,0
152,107,3
152,108,3
152,113,4
152,114,2
152,114,4
152,115,3
152,116,3
152,117,2
152,119,4
152,122,3
152,124,2
152,129,2
152,131,0
152,131,3
152,131,4
152,132,3
152,132,4
152,140,0
152,140,4
152,149,2
152,149,3
152,149,4
152,151,2
152,152,2
152,153,2
152,153,0
152,153,3
152,153,4
152,155,2
152,155,3
152,157,2
152,157,0
152,157,4
152,158,3
152,160,2
152,163,2
152,167,2
152,169,3
152,169,4
152,171,2
152,177,2
152,180,2
152,182,3
152,185,4
152,186,3
152,186,4
152,190,4
152,191,2
152,191,0
152,192,2
152,193,4
152,199,4
152,202,2
152,202,4
152,205,2
152,206,3
152,212,2
152,212,3
152,212,4
152,213,2
152,214,2
152,214,4
152,216,3
152,216,4
152,217,2
152,218,2
152,218,3
152,218,4
152,220,2
152,221,3
152,226,2
152,227,2
152,227,4
152,228,2
152,229,2
152,232,2
152,232,3
152,232,4
152,233,2
152,233,4
152,243,2
152,243,0
152,243,3
152,243,4
152,247,2
152,247,0
152,247,4
152,248,4
152,251,4
152,253,2
152,254,2
152,254,4
152,258,4
152,259,2
152,259,3
152,260,4
152,263,2
153,7,3
153,11,4
153,12,4
153,19,4
153,31,3
153,31,4
153,38,3
153,38,4
153,45,3
153,45,4
153,46,2
153,46,1
153,46,3
153,46,4
153,49,3
153,53,3
153,53,4
153,62,0
153,65,3
153,75,4
153,76,3
153,76,4
153,78,0
153,102,0
153,102,4
153,108,4
153,118,3
153,118,4
153,119,4
153,132,3
153,156,2
153,162,3
153,169,3
153,169,4
153,172,2
153,173,3
153,177,2
153,185,2
153,186,3
153,187,3
153,206,3
153,216,0
153,217,3
153,218,3
153,229,2
153,232,1
153,232,3
153,232,4
153,248,4
153,254,2
153,254,4
153,256,4
153,261,4
154,6,3
154,7,3
154,7,4
154,20,4
154,23,2
154,23,4
154,28,4
154,31,2
154,31,3
154,31,4
154,42,3
154,46,2
154,46,1
154,46,3
154,47,0
154,59,3
154,59,4
154,61,2
154,75,4
154,76,2
154,76,3
154,78,4
154,80,2
154,82,3
154,83,2
154,93,3
154,96,2
154,102,3
154,102,4
154,103,3
154,108,3
154,108,4
154,114,4
154,139,3
154,149,3
154,154,3
154,155,3
154,156,3
154,162,3
154,169,3
154,171,2
154,174,2
154,177,4
154,183,0
154,186,4
154,191,2
154,192,4
154,193,3
154,200,3
154,214,0
154,216,4
154,217,3
154,217,4
154,218,4
154,222,4
154,224,4
154,227,2
154,232,3
154,243,3
154,258,4
154,262,3
154,263,3
155,19,0
155,28,3
155,28,4
155,31,2
155,31,0
155,31,3
155,31,4
155,33,4
155,41,3
155,45,3
155,46,3
155,49,2
155,49,3
155,51,4
155,53,3
155,54,4
155,59,4
155,67,3
155,76,3
155,82,3
155,83,3
155,84,3
155,93,3
155,102,3
155,102,4
155,107,3
155,108,3
155,114,4
155,117,2
155,131,3
155,137,3
155,146,3
155,153,2
155,155,4
155,162,4
155,172,4
155,175,2
155,186,3
155,186,4
155,190,3
155,204,4
155,206,0
155,215,3
155,217,3
155,218,3
155,224,4
155,227,2
155,231,4
155,232,1
155,232,0
155,232,3
155,232,4
155,235,4
155,244,4
156,28,3
156,31,2
156,31,3
156,46,4
156,59,4
156,75,4
156,83,2
156,102,4
156,108,3
156,114,4
156,137,3
156,147,3
156,153,2
156,155,1
156,167,3
156,167,4
156,169,4
156,172,1
156,175,2
156,186,4
156,190,1
156,206,3
156,216,3
156,218,4
156,229,2
156,241,3
156,261,4
157,31,2
157,31,3
157,46,4
157,59,4
157,75,4
157,83,2
157,102,4
157,108,3
157,114,4
157,147,3
157,167,4
157,169,4
157,175,2
157,206,1
157,206,3
157,216,3
157,218,3
157,218,4
157,229,2
157,241,3
157,262,3
158,6,3
158,8,4
158,23,3
158,23,4
158,26,3
158,31,2
158,31,0
158,31,3
158,31,4
158,36,2
158,36,3
158,38,3
158,46,1
158,46,0
158,46,4
158,48,3
158,49,2
158,49,3
158,65,3
158,68,0
158,75,4
158,76,3
158,76,4
158,91,4
158,97,4
158,102,3
158,102,4
158,103,4
158,107,3
158,108,3
158,114,2
158,117,0
158,131,3
158,138,3
158,169,2
158,169,0
158,169,3
158,169,4
158,182,3
158,186,0
158,186,3
158,190,2
158,195,3
158,195,4
158,206,3
158,216,3
158,217,0
158,217,3
158,218,2
158,218,4
158,223,2
158,226,2
158,227,1
158,229,4
158,232,3
158,232,4
158,235,3
158,241,3
158,256,3
158,256,4
159,13,4
159,17,4
159,31,3
159,46,2
159,46,3
159,46,4
159,53,2
159,53,4
159,65,3
159,69,4
159,76,4
159,97,3
159,102,0
159,114,4
159,117,0
159,155,3
159,169,0
159,169,3
159,169,4
159,172,3
159,182,4
159,186,4
159,205,3
159,219,2
159,229,2
160,13,4
160,17,4
160,31,3
160,46,2
160,46,3
160,46,4
160,53,2
160,53,4
160,65,3
160,69,4
160,76,4
160,97,3
160,114,4
160,155,3
160,169,3
160,172,3
160,182,4
160,186,4
160,205,3
160,219,2
160,229,2
161,4,4
161,8,4
161,13,2
161,13,3
161,13,4
161,21,2
161,28,0
161,28,4
161,31,3
161,31,4
161,36,3
161,38,4
161,46,0
161,46,3
161,46,4
161,49,3
161,49,4
161,53,2
161,65,3
161,72,4
161,74,4
161,76,3
161,76,4
161,102,4
161,108,3
161,111,2
161,113,4
161,114,2
161,117,3
161,118,2
161,161,4
161,168,0
161,169,3
161,169,4
161,173,3
161,180,4
161,182,4
161,186,4
161,206,0
161,206,3
161,212,0
161,212,3
161,212,4
161,214,4
161,216,3
161,216,4
161,218,2
161,218,3
161,223,2
161,226,2
161,228,2
161,229,4
161,232,3
161,233,3
161,238,3
161,243,3
161,252,2
162,7,3
162,8,3
162,8,4
162,20,3
162,28,3
162,31,0
162,31,3
162,36,3
162,37,3
162,37,4
162,38,0
162,38,4
162,44,3
162,46,2
162,46,1
162,46,3
162,46,4
162,48,4
162,49,2
162,49,0
162,53,0
162,57,3
162,63,4
162,75,4
162,76,0
162,76,3
162,76,4
162,77,0
162,81,3
162,83,2
162,83,0
162,84,3
162,87,4
162,92,0
162,92,4
162,97,4
162,100,3
162,102,2
162,102,0
162,102,3
162,102,4
162,106,4
162,108,3
162,108,4
162,114,2
162,114,4
162,117,0
162,118,3
162,122,0
162,124,0
162,136,4
162,146,3
162,147,3
162,149,2
162,149,3
162,155,3
162,155,4
162,166,3
162,169,0
162,169,3
162,182,3
162,191,2
162,206,2
162,206,3
162,212,0
162,212,3
162,214,4
162,215,4
162,216,2
162,216,3
162,217,3
162,217,4
162,218,2
162,218,1
162,218,3
162,218,4
162,227,3
162,229,2
162,232,0
162,232,3
162,232,4
162,236,4
162,242,3
162,243,0
162,247,2
162,261,4
162,262,3
162,263,4
163,8,3
163,8,4
163,18,3
163,21,2
163,21,3
163,28,0
163,31,1
163,31,0
163,31,3
163,31,4
163,36,2
163,36,3
163,37,3
163,37,4
163,38,4
163,45,0
163,45,3
163,46,3
163,49,0
163,49,3
163,49,4
163,61,0
163,64,0
163,76,4
163,83,4
163,85,2
163,85,3
163,87,4
163,92,4
163,97,4
163,102,0
163,102,3
163,107,4
163,108,4
163,113,3
163,147,4
163,149,3
163,153,0
163,155,3
163,161,4
163,165,3
163,168,3
163,169,4
163,172,4
163,191,4
163,198,3
163,206,3
163,210,3
163,214,4
163,217,4
163,218,4
163,223,2
163,232,0
163,232,4
163,235,3
163,238,4
163,252,2
163,261,4
163,262,3
164,19,4
164,33,4
164,46,3
164,50,4
164,73,4
164,76,0
164,76,4
164,83,2
164,97,4
164,102,3
164,111,2
164,114,4
164,118,4
164,122,2
164,122,3
164,141,3
164,173,3
164,175,3
164,177,2
164,192,2
164,206,3
164,219,2
164,223,2
164,261,4
164,262,3
165,34,4
165,38,2
165,61,3
165,84,3
166,13,3
166,21,2
166,30,3
166,31,0
166,31,3
166,46,3
166,46,4
166,47,3
166,49,3
166,71,2
166,75,2
166,102,3
166,107,1
166,108,4
166,114,4
166,118,4
166,124,2
166,171,2
166,177,4
166,186,0
166,198,2
166,206,3
166,217,0
166,217,3
166,218,4
166,229,2
166,229,4
166,232,0
166,232,3
166,261,4
167,51,2
167,76,3
167,107,3
167,114,4
167,247,2
167,251,1
168,31,3
168,156,2
168,220,2
168,252,2
169,6,4
169,31,2
169,107,3
169,114,2
169,114,4
169,155,2
169,156,2
169,169,3
169,192,2
169,206,3
169,244,4
169,248,4
170,13,2
170,13,0
170,13,3
170,16,4
170,21,2
170,21,3
170,23,0
170,24,4
170,31,2
170,31,3
170,31,4
170,32,4
170,36,0
170,36,3
170,36,4
170,46,2
170,46,1
170,46,3
170,46,4
170,48,0
170,49,2
170,49,3
170,57,2
170,59,2
170,65,3
170,74,3
170,75,4
170,76,2
170,76,3
170,76,4
170,80,2
170,81,0
170,81,3
170,81,4
170,83,2
170,84,4
170,85,3
170,91,4
170,95,4
170,100,2
170,100,3
170,101,3
170,102,3
170,102,4
170,106,2
170,107,0
170,108,3
170,114,2
170,114,4
170,122,2
170,122,3
170,124,0
170,127,0
170,131,3
170,133,1
170,140,3
170,144,0
170,151,2
170,153,2
170,155,2
170,155,0
170,155,3
170,160,4
170,162,2
170,163,2
170,167,4
170,169,1
170,169,3
170,169,4
170,173,3
170,174,1
170,183,4
170,184,3
170,186,3
170,190,0
170,191,3
170,194,0
170,202,4
170,206,3
170,206,4
170,209,3
170,210,4
170,213,0
170,216,3
170,217,0
170,217,4
170,218,3
170,219,2
170,219,4
170,226,2
170,229,2
170,232,1
170,232,0
170,232,3
170,232,4
170,241,3
170,241,4
170,242,3
170,243,3
170,246,2
170,246,3
170,251,4
170,260,2
170,260,3
171,13,2
171,13,0
171,13,3
171,16,4
171,21,1
171,28,3
171,31,3
171,31,4
171,46,3
171,49,3
171,50,4
171,75,4
171,84,4
171,94,2
171,107,3
171,114,4
171,139,4
171,144,0
171,153,2
171,153,1
171,153,0
171,155,1
171,155,0
171,155,3
171,160,4
171,162,2
171,169,1
171,169,3
171,169,4
171,173,3
171,186,3
171,190,1
171,190,3
171,191,3
171,194,0
171,202,4
171,204,4
171,206,3
171,208,3
171,216,4
171,217,1
171,218,4
171,219,2
171,232,4
171,241,4
171,242,3
171,246,4
171,254,1
171,261,4
172,13,2
172,16,4
172,21,1
172,31,3
172,46,3
172,49,3
172,50,4
172,84,4
172,94,2
172,107,3
172,137,3
172,139,4
172,144,0
172,153,2
172,153,1
172,155,1
172,155,3
172,160,4
172,162,2
172,169,3
172,169,4
172,173,3
172,186,3
172,190,1
172,190,3
172,191,3
172,194,0
172,202,4
172,204,4
172,206,3
172,208,3
172,216,4
172,217,1
172,219,2
172,241,4
172,242,3
172,246,4
172,254,1
173,13,3
173,13,4
173,16,4
173,28,3
173,29,0
173,31,2
173,31,1
173,31,3
173,31,4
173,34,4
173,35,3
173,40,0
173,45,3
173,46,2
173,46,3
173,46,4
173,48,3
173,49,2
173,49,3
173,53,2
173,57,2
173,59,2
173,64,3
173,76,2
173,76,3
173,76,4
173,81,3
173,81,4
173,84,2
173,84,4
173,89,2
173,92,4
173,93,3
173,93,4
173,97,3
173,100,3
173,102,1
173,102,0
173,102,3
173,106,2
173,107,3
173,113,4
173,127,3
173,133,3
173,144,0
173,153,2
173,153,4
173,160,4
173,162,2
173,169,1
173,169,3
173,169,4
173,172,4
173,173,3
173,173,4
173,184,3
173,187,4
173,192,2
173,194,0
173,204,4
173,205,2
173,206,3
173,209,3
173,212,2
173,216,3
173,217,4
173,218,3
173,219,2
173,219,4
173,232,3
173,238,4
173,241,4
173,242,3
173,244,4
173,254,2
173,261,4
174,35,3
174,114,4
174,169,0
174,206,3
174,216,3
174,217,4
174,225,3
174,261,4
175,7,4
175,13,2
175,17,4
175,24,2
175,31,2
175,31,3
175,31,4
175,33,4
175,46,3
175,46,4
175,76,3
175,80,4
175,97,3
175,102,3
175,102,4
175,169,0
175,169,4
175,186,4
175,190,3
175,216,3
175,218,3
175,219,2
175,222,4
175,229,2
175,232,3
175,232,4
175,244,4
176,33,4
176,75,4
176,155,3
176,169,0
176,218,4
176,232,4
176,244,4
177,21,3
177,25,4
177,31,0
177,31,3
177,76,3
177,99,4
177,102,4
177,105,1
177,107,3
177,108,3
177,108,4
177,113,3
177,114,4
177,129,2
177,186,0
177,206,2
177,206,4
177,216,3
177,217,0
177,229,4
177,260,4
177,261,3
178,6,4
178,31,0
178,31,3
178,31,4
178,40,3
178,46,0
178,46,3
178,46,4
178,48,3
178,53,2
178,102,4
178,107,3
178,108,3
178,108,4
178,113,3
178,114,4
178,185,4
178,186,0
178,206,2
178,206,4
178,217,0
178,217,3
178,217,4
178,229,4
178,256,3
179,27,4
179,31,0
179,31,3
179,46,2
179,46,4
179,53,2
179,53,3
179,67,1
179,102,4
179,107,3
179,108,3
179,108,4
179,113,3
179,114,4
179,129,2
179,133,3
179,186,0
179,206,2
179,206,4
179,217,0
179,229,4
179,244,4
180,31,0
180,31,3
180,31,4
180,46,3
180,102,4
180,105,1
180,107,3
180,108,4
180,113,3
180,185,4
180,186,0
180,206,2
180,206,4
180,217,0
180,229,4
181,102,4
181,113,3
181,206,4
181,229,4
182,31,4
182,102,4
182,113,3
182,206,4
182,229,4
183,6,3
183,8,4
183,10,3
183,15,3
183,16,4
183,17,2
183,23,4
183,24,3
183,24,4
183,28,4
183,31,2
183,31,3
183,31,4
183,33,4
183,36,2
183,37,3
183,44,3
183,46,3
183,46,4
183,49,3
183,49,4
183,52,4
183,53,3
183,59,3
183,67,3
183,73,4
183,75,3
183,76,3
183,90,4
183,91,4
183,94,2
183,96,2
183,102,0
183,102,3
183,106,2
183,108,3
183,111,2
183,114,2
183,114,4
183,117,0
183,118,4
183,127,3
183,165,3
183,167,4
183,169,3
183,169,4
183,171,2
183,186,2
183,186,4
183,192,2
183,198,3
183,202,2
183,205,0
183,206,0
183,206,3
183,206,4
183,207,2
183,212,2
183,216,3
183,217,3
183,217,4
183,219,2
183,219,4
183,222,4
183,229,3
183,231,4
183,232,0
183,232,3
183,246,3
183,247,3
183,254,3
184,8,4
184,10,3
184,16,4
184,17,4
184,21,2
184,23,3
184,28,4
184,31,0
184,31,3
184,31,4
184,36,2
184,38,3
184,43,3
184,46,0
184,46,4
184,47,0
184,53,3
184,69,4
184,70,2
184,71,4
184,75,4
184,76,3
184,97,4
184,101,2
184,102,1
184,102,3
184,102,4
184,107,3
184,108,3
184,114,2
184,114,4
184,118,4
184,131,3
184,139,4
184,169,3
184,169,4
184,186,0
184,206,3
184,214,3
184,217,0
184,218,4
184,219,2
184,226,4
184,228,2
184,252,2
184,260,2
185,8,4
185,16,4
185,31,0
185,31,3
185,46,3
185,53,2
185,75,4
185,102,0
185,114,4
185,118,4
185,169,0
185,169,3
185,169,4
185,206,4
185,217,2
185,217,3
185,217,4
185,218,4
185,219,2
185,232,4
186,8,4
186,16,4
186,31,3
186,31,4
186,46,3
186,53,2
186,75,4
186,102,0
186,114,4
186,118,4
186,169,0
186,169,3
186,169,4
186,206,4
186,217,2
186,217,3
186,217,4
186,218,4
186,219,2
186,232,4
186,241,4
187,4,2
187,16,4
187,31,0
187,31,3
187,31,4
187,46,4
187,49,2
187,49,3
187,53,3
187,75,4
187,76,4
187,83,2
187,83,4
187,84,3
187,106,2
187,114,2
187,118,4
187,169,4
187,171,2
187,186,0
187,206,2
187,206,3
187,206,4
187,217,1
187,217,0
187,217,3
187,217,4
187,232,3
187,256,3
188,16,4
188,21,2
188,36,3
188,37,4
188,46,2
188,46,3
188,49,2
188,83,2
188,84,3
188,102,3
188,107,3
188,108,3
188,114,2
188,114,3
188,114,4
188,135,2
188,156,3
188,169,2
188,169,4
188,173,3
188,186,2
188,206,3
188,212,4
188,217,4
188,219,3
188,221,4
188,252,2
188,258,4
189,6,3
189,7,2
189,7,3
189,7,4
189,13,2
189,17,2
189,21,4
189,31,1
189,31,3
189,31,4
189,36,3
189,37,3
189,38,3
189,43,3
189,45,3
189,45,4
189,46,3
189,46,4
189,48,3
189,49,3
189,52,4
189,64,3
189,68,4
189,75,3
189,75,4
189,76,2
189,76,3
189,76,4
189,78,3
189,91,4
189,92,3
189,93,2
189,97,4
189,98,4
189,102,4
189,103,4
189,107,3
189,107,4
189,108,3
189,108,4
189,113,3
189,113,4
189,124,0
189,128,4
189,131,3
189,131,4
189,132,4
189,143,4
189,147,4
189,149,3
189,153,2
189,156,4
189,167,3
189,169,2
189,169,3
189,169,4
189,176,4
189,185,4
189,186,1
189,194,3
189,202,0
189,202,4
189,206,2
189,206,0
189,206,3
189,206,4
189,213,4
189,217,0
189,217,3
189,217,4
189,218,4
189,226,4
189,232,1
189,232,3
189,233,3
189,233,4
189,234,4
189,238,4
189,240,4
189,246,4
189,247,3
189,254,2
189,256,4
189,260,2
189,261,4
190,149,3
190,155,2
190,155,3
190,184,3
191,29,2
191,31,3
191,45,3
191,46,3
191,49,4
191,72,4
191,75,4
191,76,0
191,102,4
191,107,3
191,114,4
191,154,4
191,169,0
191,169,4
191,195,3
191,195,4
191,198,3
191,206,3
191,216,3
191,218,3
191,218,4
191,226,4
191,227,4
191,232,3
191,232,4
191,263,3
192,21,3
192,28,3
192,31,1
192,31,0
192,31,3
192,36,2
192,38,3
192,45,3
192,46,0
192,46,4
192,53,2
192,76,2
192,76,3
192,76,4
192,81,3
192,83,2
192,85,3
192,96,3
192,102,2
192,102,4
192,107,3
192,108,3
192,114,2
192,114,4
192,134,3
192,134,4
192,138,2
192,139,3
192,140,3
192,156,3
192,183,4
192,186,0
192,191,2
192,192,2
192,197,3
192,206,2
192,215,3
192,216,2
192,217,0
192,227,3
192,232,0
192,232,3
193,31,3
193,46,4
193,53,2
193,134,4
194,31,3
194,46,4
194,53,2
194,134,4
195,31,3
195,46,4
195,76,3
195,134,4
196,8,4
196,31,3
196,46,4
196,76,3
196,134,4
197,31,3
197,46,4
197,134,4
197,143,3
198,90,2
198,96,4
198,155,2
198,185,4
198,206,3
198,256,3
199,8,4
199,31,2
199,46,3
199,46,4
199,50,4
199,61,3
199,71,2
199,71,4
199,76,2
199,108,3
199,144,3
199,153,2
199,171,2
199,185,3
199,212,2
199,227,4
199,232,4
199,254,2
200,46,3
200,49,3
200,114,3
200,114,4
200,220,2
200,229,4
201,30,3
201,46,4
201,49,3
201,75,4
201,76,3
201,82,2
201,102,3
201,108,3
201,108,4
201,155,3
201,168,3
201,185,3
201,191,2
201,191,3
201,191,4
201,199,4
201,206,3
201,216,3
201,248,4
201,254,2
201,254,4
202,8,3
202,23,2
202,23,4
202,31,1
202,31,3
202,43,3
202,48,4
202,64,0
202,73,3
202,76,3
202,76,4
202,102,4
202,107,4
202,108,3
202,114,2
202,119,3
202,124,3
202,131,3
202,134,4
202,155,2
202,156,3
202,156,4
202,186,2
202,186,3
202,186,4
202,202,2
202,211,2
202,216,1
202,254,2
202,261,1
202,261,4
203,2,3
203,7,3
203,36,3
203,46,3
203,46,4
203,49,3
203,75,3
203,76,3
203,107,3
203,114,4
203,155,3
203,169,3
203,186,2
203,195,4
203,206,4
203,217,3
203,218,3
203,232,3
203,232,4
204,31,3
204,38,3
204,45,2
204,46,2
204,46,3
204,76,3
204,102,3
204,107,3
204,122,4
204,149,2
204,152,2
204,153,2
204,155,3
204,169,4
204,189,2
204,190,2
204,195,4
204,206,3
204,232,0
204,232,3
205,2,2
205,9,4
205,28,0
205,31,2
205,31,1
205,31,3
205,31,4
205,33,4
205,44,2
205,45,3
205,46,1
205,46,3
205,50,3
205,53,4
205,74,2
205,75,4
205,76,3
205,76,4
205,102,3
205,102,4
205,104,3
205,108,3
205,108,4
205,143,3
205,151,2
205,155,2
205,169,3
205,187,3
205,190,2
205,192,2
205,193,4
205,204,4
205,206,3
205,210,3
205,212,2
205,212,4
205,214,3
205,216,3
205,217,2
205,217,3
205,218,3
205,219,2
205,223,2
205,226,2
205,232,4
205,254,2
206,7,4
206,38,3
206,49,3
206,76,3
206,90,4
206,155,0
206,211,2
206,244,4
207,8,4
207,14,2
207,31,2
207,31,0
207,31,3
207,46,2
207,46,3
207,48,3
207,49,0
207,76,3
207,76,4
207,102,3
207,103,4
207,117,3
207,138,4
207,169,0
207,169,4
207,185,4
207,186,0
207,186,4
207,210,3
207,211,2
207,217,0
207,218,4
207,261,4
208,13,3
208,31,0
208,31,4
208,45,3
208,53,2
208,75,3
208,76,3
208,78,3
208,94,2
208,114,4
208,149,2
208,152,3
208,159,2
208,177,2
208,186,0
208,210,4
208,217,2
208,217,0
208,256,3
209,8,4
209,10,3
209,21,2
209,21,3
209,21,4
209,38,3
209,44,3
209,46,4
209,49,2
209,49,3
209,51,3
209,75,4
209,76,3
209,117,3
209,118,4
209,169,4
209,177,2
209,186,2
209,186,3
209,189,2
209,204,4
209,214,3
209,216,3
210,21,3
210,31,3
210,46,3
210,48,3
210,76,0
210,83,2
210,169,4
210,185,0
210,186,3
210,190,2
210,204,4
210,216,3
211,31,0
211,31,3
211,31,4
211,43,3
211,46,3
211,46,4
211,76,3
211,76,4
211,78,3
211,102,0
211,102,3
211,102,4
211,108,2
211,114,3
211,114,4
211,163,2
211,169,3
211,186,3
211,210,1
211,212,2
211,216,3
211,226,4
211,232,3
212,8,4
212,13,2
212,13,3
212,31,3
212,31,4
212,38,3
212,46,3
212,49,3
212,74,2
212,76,3
212,81,4
212,82,2
212,84,2
212,101,2
212,102,4
212,107,2
212,114,2
212,114,4
212,118,4
212,121,4
212,153,2
212,155,2
212,157,2
212,157,4
212,169,3
212,172,4
212,182,2
212,186,2
212,186,3
212,190,2
212,190,1
212,211,2
212,212,3
212,212,4
212,229,2
212,229,4
212,230,2
212,230,4
212,231,4
212,243,2
212,247,2
212,248,4
212,254,4
212,260,4
213,8,4
213,31,3
213,31,4
213,46,3
213,46,4
213,49,4
213,76,2
213,76,1
213,76,4
213,172,4
213,218,3
213,226,4
213,232,2
213,232,4
213,254,2
213,261,4
214,36,3
214,38,3
214,46,4
214,112,3
214,132,4
214,171,2
214,229,3
214,243,4
215,4,3
215,7,2
215,7,4
215,8,4
215,13,0
215,13,3
215,13,4
215,17,4
215,20,4
215,21,2
215,21,3
215,24,4
215,28,1
215,28,3
215,29,2
215,30,3
215,31,2
215,31,1
215,31,3
215,31,4
215,32,4
215,33,2
215,35,1
215,36,2
215,36,0
215,36,3
215,36,4
215,37,3
215,38,0
215,40,3
215,41,3
215,43,3
215,45,0
215,45,3
215,46,2
215,46,0
215,46,3
215,46,4
215,47,0
215,48,3
215,49,2
215,49,1
215,49,3
215,49,4
215,50,4
215,52,3
215,52,4
215,53,1
215,53,0
215,53,3
215,59,3
215,60,4
215,61,3
215,61,4
215,64,3
215,64,4
215,65,1
215,65,0
215,65,3
215,68,4
215,73,3
215,73,4
215,75,1
215,75,3
215,75,4
215,76,2
215,76,1
215,76,0
215,76,3
215,76,4
215,77,3
215,78,3
215,81,0
215,81,3
215,81,4
215,83,2
215,97,1
215,97,3
215,97,4
215,100,2
215,100,3
215,102,2
215,102,1
215,102,0
215,102,3
215,102,4
215,104,3
215,107,3
215,107,4
215,108,0
215,108,3
215,108,4
215,113,4
215,114,2
215,118,2
215,119,3
215,119,4
215,122,3
215,123,3
215,124,2
215,131,4
215,133,3
215,142,2
215,142,4
215,146,3
215,147,3
215,149,0
215,149,3
215,149,4
215,153,2
215,153,1
215,153,3
215,155,3
215,156,3
215,157,1
215,160,4
215,162,3
215,163,3
215,163,4
215,165,4
215,167,4
215,169,0
215,169,3
215,169,4
215,173,2
215,173,3
215,185,3
215,186,0
215,186,3
215,186,4
215,189,3
215,190,3
215,192,2
215,195,4
215,200,4
215,202,0
215,202,3
215,204,4
215,206,1
215,206,0
215,206,3
215,206,4
215,210,0
215,210,3
215,210,4
215,212,2
215,212,0
215,212,3
215,214,0
215,214,3
215,216,3
215,216,4
215,217,1
215,217,3
215,218,2
215,218,1
215,218,3
215,218,4
215,219,0
215,226,4
215,229,1
215,229,3
215,232,1
215,232,0
215,232,3
215,232,4
215,241,3
215,241,4
215,243,0
215,244,4
215,245,1
215,247,3
215,261,1
215,261,3
215,261,4
216,28,1
216,31,1
216,31,3
216,31,4
216,36,1
216,43,0
216,45,0
216,46,1
